Name,Platform,Version
2023-10-10T16:26:08,libreoffice-core,amd64,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-draw,amd64,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-gnome,amd64,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-gtk3,amd64,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-help-common,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-help-en-gb,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-help-en-us,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-help-pt,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-help-pt-br,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-impress,amd64,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-java-common,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-l10n-en-gb,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-l10n-en-za,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-l10n-pt,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-l10n-pt-br,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-math,amd64,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-nlpsolver,all,0.9+LibO7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-report-builder,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-report-builder-bin,amd64,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-script-provider-bsh,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-script-provider-js,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-script-provider-python,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-sdbc-firebird,amd64,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-sdbc-hsqldb,amd64,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-sdbc-mysql,amd64,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-sdbc-postgresql,amd64,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-style-colibre,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-style-elementary,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-style-yaru,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-wiki-publisher,all,1.2.0+LibO7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libreoffice-writer,amd64,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libresid-builder0c2a,amd64,2.1.1-15ubuntu2
2023-10-10T16:26:08,librest-0.7-0,amd64,0.8.1-1.1build2
2023-10-10T16:26:08,librevenge-0.0-0,amd64,0.0.4-6ubuntu7
2023-10-10T16:26:08,librhash0,amd64,1.4.2-1ubuntu1
2023-10-10T16:26:08,librsvg2-2,amd64,2.52.5+dfsg-3ubuntu0.2
2023-10-10T16:26:08,librsvg2-common,amd64,2.52.5+dfsg-3ubuntu0.2
2023-10-10T16:26:08,librtmp1,amd64,2.4+20151223.gitfa8646d.1-2build4
2023-10-10T16:26:08,librttopo1,amd64,1.1.0-2
2023-10-10T16:26:08,librygel-core-2.6-2,amd64,0.40.3-1ubuntu2
2023-10-10T16:26:08,librygel-db-2.6-2,amd64,0.40.3-1ubuntu2
2023-10-10T16:26:08,librygel-renderer-2.6-2,amd64,0.40.3-1ubuntu2
2023-10-10T16:26:08,librygel-server-2.6-2,amd64,0.40.3-1ubuntu2
2023-10-10T16:26:08,libsamplerate0,amd64,0.2.2-1build1
2023-10-10T16:26:08,libsane-common,all,1.1.1-5
2023-10-10T16:26:08,libsane-hpaio,amd64,3.21.12+dfsg0-1
2023-10-10T16:26:08,libsane1,amd64,1.1.1-5
2023-10-10T16:26:08,libsasl2-2,amd64,2.1.27+dfsg2-3ubuntu1.2
2023-10-10T16:26:08,libsasl2-modules,amd64,2.1.27+dfsg2-3ubuntu1.2
2023-10-10T16:26:08,libsasl2-modules-db,amd64,2.1.27+dfsg2-3ubuntu1.2
2023-10-10T16:26:08,libsasl2-modules-gssapi-mit,amd64,2.1.27+dfsg2-3ubuntu1.2
2023-10-10T16:26:08,libsbc1,amd64,1.5-3build2
2023-10-10T16:26:08,libsdbus-c++-dev,amd64,1.1.0-3
2023-10-10T16:26:08,libsdbus-c++0,amd64,0.8.3-4
2023-10-10T16:26:08,libsdbus-c++1,amd64,1.1.0-3
2023-10-10T16:26:08,libsdl-image1.2,amd64,1.2.12-13build1
2023-10-10T16:26:08,libsdl1.2debian,amd64,1.2.15+dfsg2-6
2023-10-10T16:26:08,libseccomp2,amd64,2.5.3-2ubuntu2
2023-10-10T16:26:08,libsecret-1-0,amd64,0.20.5-2
2023-10-10T16:26:08,libsecret-common,all,0.20.5-2
2023-10-10T16:26:08,libsecret-tools,amd64,0.20.5-2
2023-10-10T16:26:08,libselinux1,amd64,3.3-1build2
2023-10-10T16:26:08,libselinux1-dev,amd64,3.3-1build2
2023-10-10T16:26:08,libsemanage-common,all,3.3-1build2
2023-10-10T16:26:08,libsemanage2,amd64,3.3-1build2
2023-10-10T16:26:08,libsensors-config,all,1:3.6.0-7ubuntu1
2023-10-10T16:26:08,libsensors5,amd64,1:3.6.0-7ubuntu1
2023-10-10T16:26:08,libsensors5,i386,1:3.6.0-7ubuntu1
2023-10-10T16:26:08,libsepol-dev,amd64,3.3-1build1
2023-10-10T16:26:08,libsepol2,amd64,3.3-1build1
2023-10-10T16:26:08,libservlet-api-java,all,4.0.1-2
2023-10-10T16:26:08,libservlet3.1-java,all,1:4.0.1-2
2023-10-10T16:26:08,libshine3,amd64,3.1.1-2
2023-10-10T16:26:08,libshout3,amd64,2.4.5-1build3
2023-10-10T16:26:08,libsidplay2,amd64,2.1.1-15ubuntu2
2023-10-10T16:26:08,libsigc++-2.0-0v5,amd64,2.10.4-2ubuntu3
2023-10-10T16:26:08,libslang2,amd64,2.3.2-5build4
2023-10-10T16:26:08,libsm-dev,amd64,2:1.2.3-1build2
2023-10-10T16:26:08,libsm6,amd64,2:1.2.3-1build2
2023-10-10T16:26:08,libsmartcols1,amd64,2.37.2-4ubuntu3
2023-10-10T16:26:08,libsmbclient,amd64,2:4.15.13+dfsg-0ubuntu1.4
2023-10-10T16:26:08,libsmbios-c2,amd64,2.4.3-1build1
2023-10-10T16:26:08,libsnapd-glib1,amd64,1.60-0ubuntu1
2023-10-10T16:26:08,libsnappy1v5,amd64,1.1.8-1build3
2023-10-10T16:26:08,libsndfile1,amd64,1.0.31-2build1
2023-10-10T16:26:08,libsndio7.0,amd64,1.8.1-1.1
2023-10-10T16:26:08,libsnmp-base,all,5.9.1+dfsg-1ubuntu2.6
2023-10-10T16:26:08,libsnmp40,amd64,5.9.1+dfsg-1ubuntu2.6
2023-10-10T16:26:08,libsocket++1,amd64,1.12.13+git20131030.5d039ba-1
2023-10-10T16:26:08,libsodium23,amd64,1.0.18-1build2
2023-10-10T16:26:08,libsonic0,amd64,0.2.0-11build1
2023-10-10T16:26:08,libsoup-gnome2.4-1,amd64,2.74.2-3
2023-10-10T16:26:08,libsoup2.4-1,amd64,2.74.2-3
2023-10-10T16:26:08,libsoup2.4-common,all,2.74.2-3
2023-10-10T16:26:08,libsource-highlight-common,all,3.1.9-4.1build2
2023-10-10T16:26:08,libsource-highlight4v5,amd64,3.1.9-4.1build2
2023-10-10T16:26:08,libsoxr0,amd64,0.1.3-4build2
2023-10-10T16:26:08,libspa-0.2-modules,amd64,0.3.48-1ubuntu3
2023-10-10T16:26:08,libspatialaudio0,amd64,0.3.0+git20180730+dfsg1-2build1
2023-10-10T16:26:08,libspatialite7,amd64,5.0.1-2build2
2023-10-10T16:26:08,libspectre1,amd64,0.2.10-1
2023-10-10T16:26:08,libspeechd2,amd64,0.11.1-1ubuntu3
2023-10-10T16:26:08,libspeex1,amd64,1.2~rc1.2-1.1ubuntu3
2023-10-10T16:26:08,libspeexdsp1,amd64,1.2~rc1.2-1.1ubuntu3
2023-10-10T16:26:08,libsqlite3-0,amd64,3.37.2-2ubuntu0.1
2023-10-10T16:26:08,libsrt1.4-gnutls,amd64,1.4.4-4
2023-10-10T16:26:08,libss2,amd64,1.46.5-2ubuntu1.1
2023-10-10T16:26:08,libssh-4,amd64,0.9.6-2ubuntu0.22.04.1
2023-10-10T16:26:08,libssh-gcrypt-4,amd64,0.9.6-2ubuntu0.22.04.1
2023-10-10T16:26:08,libssh2-1,amd64,1.10.0-3
2023-10-10T16:26:08,libssl-dev,amd64,3.0.2-0ubuntu1.10
2023-10-10T16:26:08,libssl1.1,amd64,1.1.1l-1ubuntu1.3
2023-10-10T16:26:08,libssl1.1,i386,1.1.1l-1ubuntu1.3
2023-10-10T16:26:08,libssl3,amd64,3.0.2-0ubuntu1.10
2023-10-10T16:26:08,libssl3,i386,3.0.2-0ubuntu1.10
2023-10-10T16:26:08,libsss-certmap0,amd64,2.6.3-1ubuntu3.2
2023-10-10T16:26:08,libsss-idmap0,amd64,2.6.3-1ubuntu3.2
2023-10-10T16:26:08,libsss-nss-idmap0,amd64,2.6.3-1ubuntu3.2
2023-10-10T16:26:08,libstartup-notification0,amd64,0.12-6build2
2023-10-10T16:26:08,libstdc++-11-dev,amd64,11.4.0-1ubuntu1~22.04
2023-10-10T16:26:08,libstdc++6,amd64,12.3.0-1ubuntu1~22.04
2023-10-10T16:26:08,libstdc++6,i386,12.3.0-1ubuntu1~22.04
2023-10-10T16:26:08,libstemmer0d,amd64,2.2.0-1build1
2023-10-10T16:26:08,libstoken1,amd64,0.92-1
2023-10-10T16:26:08,libsuitesparseconfig5,amd64,1:5.10.1+dfsg-4build1
2023-10-10T16:26:08,libsuperlu5,amd64,5.3.0+dfsg1-2
2023-10-10T16:26:08,libswresample3,amd64,7:4.4.2-0ubuntu0.22.04.1
2023-10-10T16:26:08,libswscale5,amd64,7:4.4.2-0ubuntu0.22.04.1
2023-10-10T16:26:08,libsynctex2,amd64,2021.20210626.59705-1ubuntu0.1
2023-10-10T16:26:08,libsysmetrics1,amd64,1.7.1
2023-10-10T16:26:08,libsystemd0,amd64,249.11-0ubuntu3.10
2023-10-10T16:26:08,libsystemd0,i386,249.11-0ubuntu3.10
2023-10-10T16:26:08,libsz2,amd64,1.0.6-1
2023-10-10T16:26:08,libtag1v5,amd64,1.11.1+dfsg.1-3ubuntu3
2023-10-10T16:26:08,libtag1v5-vanilla,amd64,1.11.1+dfsg.1-3ubuntu3
2023-10-10T16:26:08,libtalloc2,amd64,2.3.3-2build1
2023-10-10T16:26:08,libtasn1-6,amd64,4.18.0-4build1
2023-10-10T16:26:08,libtbb2,amd64,2020.3-1ubuntu3
2023-10-10T16:26:08,libtbbmalloc2,amd64,2021.5.0-7ubuntu2
2023-10-10T16:26:08,libtcl8.6,amd64,8.6.12+dfsg-1build1
2023-10-10T16:26:08,libtdb1,amd64,1.4.5-2build1
2023-10-10T16:26:08,libteamdctl0,amd64,1.31-1build2
2023-10-10T16:26:08,libtesseract4,amd64,4.1.1-2.1build1
2023-10-10T16:26:08,libtevent0,amd64,0.11.0-1build1
2023-10-10T16:26:08,libtext-charwidth-perl,amd64,0.04-10build3
2023-10-10T16:26:08,libtext-iconv-perl,amd64,1.7-7build3
2023-10-10T16:26:08,libtext-wrapi18n-perl,all,0.06-9
2023-10-10T16:26:08,libthai-data,all,0.1.29-1build1
2023-10-10T16:26:08,libthai0,amd64,0.1.29-1build1
2023-10-10T16:26:08,libtheora0,amd64,1.1.1+dfsg.1-15ubuntu4
2023-10-10T16:26:08,libthunarx-3-0,amd64,4.16.10-1
2023-10-10T16:26:08,libtie-ixhash-perl,all,1.23-2.1
2023-10-10T16:26:08,libtiff5,amd64,4.3.0-6ubuntu0.5
2023-10-10T16:26:08,libtimedate-perl,all,2.3300-2
2023-10-10T16:26:08,libtinfo6,amd64,6.3-2ubuntu0.1
2023-10-10T16:26:08,libtinfo6,i386,6.3-2ubuntu0.1
2023-10-10T16:26:08,libtinyxml2.6.2v5,amd64,2.6.2-6
2023-10-10T16:26:08,libtirpc-common,all,1.3.2-2ubuntu0.1
2023-10-10T16:26:08,libtirpc-dev,amd64,1.3.2-2ubuntu0.1
2023-10-10T16:26:08,libtirpc3,amd64,1.3.2-2ubuntu0.1
2023-10-10T16:26:08,libtirpc3,i386,1.3.2-2ubuntu0.1
2023-10-10T16:26:08,libtk8.6,amd64,8.6.12-1build1
2023-10-10T16:26:08,libtomcrypt1,amd64,1.18.2-5
2023-10-10T16:26:08,libtommath1,amd64,1.2.0-6ubuntu0.22.04.1
2023-10-10T16:26:08,libtotem-plparser-common,all,3.26.6-1build1
2023-10-10T16:26:08,libtotem-plparser18,amd64,3.26.6-1build1
2023-10-10T16:26:08,libtracker-sparql-3.0-0,amd64,3.3.0-1
2023-10-10T16:26:08,libtry-tiny-perl,all,0.31-1
2023-10-10T16:26:08,libtsan0,amd64,11.4.0-1ubuntu1~22.04
2023-10-10T16:26:08,libtsan2,amd64,12.3.0-1ubuntu1~22.04
2023-10-10T16:26:08,libtss2-esys-3.0.2-0,amd64,3.2.0-1ubuntu1
2023-10-10T16:26:08,libtss2-mu0,amd64,3.2.0-1ubuntu1
2023-10-10T16:26:08,libtss2-sys1,amd64,3.2.0-1ubuntu1
2023-10-10T16:26:08,libtss2-tcti-cmd0,amd64,3.2.0-1ubuntu1
2023-10-10T16:26:08,libtss2-tcti-device0,amd64,3.2.0-1ubuntu1
2023-10-10T16:26:08,libtss2-tcti-mssim0,amd64,3.2.0-1ubuntu1
2023-10-10T16:26:08,libtss2-tcti-swtpm0,amd64,3.2.0-1ubuntu1
2023-10-10T16:26:08,libtss2-tctildr0,amd64,3.2.0-1ubuntu1
2023-10-10T16:26:08,libtumbler-1-0,amd64,4.16.0-1
2023-10-10T16:26:08,libtwolame0,amd64,0.4.0-2build2
2023-10-10T16:26:08,libtypes-serialiser-perl,all,1.01-1
2023-10-10T16:26:08,libu2f-udev,all,1.1.10-3build2
2023-10-10T16:26:08,libubsan1,amd64,12.3.0-1ubuntu1~22.04
2023-10-10T16:26:08,libuchardet0,amd64,0.0.7-1build2
2023-10-10T16:26:08,libudev1,amd64,249.11-0ubuntu3.10
2023-10-10T16:26:08,libudfread0,amd64,1.1.2-1
2023-10-10T16:26:08,libudisks2-0,amd64,2.9.4-1ubuntu2
2023-10-10T16:26:08,libumfpack5,amd64,1:5.10.1+dfsg-4build1
2023-10-10T16:26:08,libunistring2,amd64,1.0-1
2023-10-10T16:26:08,libunistring2,i386,1.0-1
2023-10-10T16:26:08,libunity-protocol-private0,amd64,7.1.4+19.04.20190319-6build1
2023-10-10T16:26:08,libunity-scopes-json-def-desktop,all,7.1.4+19.04.20190319-6build1
2023-10-10T16:26:08,libunity9,amd64,7.1.4+19.04.20190319-6build1
2023-10-10T16:26:08,libuno-cppu3,amd64,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libuno-cppuhelpergcc3-3,amd64,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libuno-purpenvhelpergcc3-3,amd64,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libuno-sal3,amd64,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libuno-salhelpergcc3-3,amd64,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libunoloader-java,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,libunwind8,amd64,1.3.2-2build2.1
2023-10-10T16:26:08,libupnp13,amd64,1:1.8.4-2ubuntu2
2023-10-10T16:26:08,libupower-glib3,amd64,0.99.17-1
2023-10-10T16:26:08,liburi-perl,all,5.10-1
2023-10-10T16:26:08,liburiparser1,amd64,0.9.6+dfsg-1
2023-10-10T16:26:08,libusb-1.0-0,amd64,2:1.0.25-1ubuntu2
2023-10-10T16:26:08,libusbmuxd6,amd64,2.0.2-3build2
2023-10-10T16:26:08,libutempter0,amd64,1.2.1-2build2
2023-10-10T16:26:08,libuuid1,amd64,2.37.2-4ubuntu3
2023-10-10T16:26:08,libuv1,amd64,1.43.0-1
2023-10-10T16:26:08,libv4l-0,amd64,1.22.1-2build1
2023-10-10T16:26:08,libv4lconvert0,amd64,1.22.1-2build1
2023-10-10T16:26:08,libva-drm2,amd64,2.14.0-1
2023-10-10T16:26:08,libva-wayland2,amd64,2.14.0-1
2023-10-10T16:26:08,libva-x11-2,amd64,2.14.0-1
2023-10-10T16:26:08,libva2,amd64,2.14.0-1
2023-10-10T16:26:08,libvdpau1,amd64,1.4-3build2
2023-10-10T16:26:08,libvisio-0.1-1,amd64,0.1.7-1build5
2023-10-10T16:26:08,libvisual-0.4-0,amd64,0.4.0-17build2
2023-10-10T16:26:08,libvlc-bin,amd64,3.0.16-1build7
2023-10-10T16:26:08,libvlc5,amd64,3.0.16-1build7
2023-10-10T16:26:08,libvlccore9,amd64,3.0.16-1build7
2023-10-10T16:26:08,libvncclient1,amd64,0.9.13+dfsg-3build2
2023-10-10T16:26:08,libvncserver1,amd64,0.9.13+dfsg-3build2
2023-10-10T16:26:08,libvolume-key1,amd64,0.3.12-3.1build3
2023-10-10T16:26:08,libvorbis0a,amd64,1.3.7-1build2
2023-10-10T16:26:08,libvorbisenc2,amd64,1.3.7-1build2
2023-10-10T16:26:08,libvorbisfile3,amd64,1.3.7-1build2
2023-10-10T16:26:08,libvpx7,amd64,1.11.0-2ubuntu2.2
2023-10-10T16:26:08,libvte-2.91-0,amd64,0.68.0-1
2023-10-10T16:26:08,libvte-2.91-common,amd64,0.68.0-1
2023-10-10T16:26:08,libvulkan1,amd64,1.3.204.1-2
2023-10-10T16:26:08,libwacom-bin,amd64,2.2.0-1
2023-10-10T16:26:08,libwacom-common,all,2.2.0-1
2023-10-10T16:26:08,libwacom9,amd64,2.2.0-1
2023-10-10T16:26:08,libwavpack1,amd64,5.4.0-1build2
2023-10-10T16:26:08,libwayland-client0,amd64,1.20.0-1ubuntu0.1
2023-10-10T16:26:08,libwayland-cursor0,amd64,1.20.0-1ubuntu0.1
2023-10-10T16:26:08,libwayland-egl1,amd64,1.20.0-1ubuntu0.1
2023-10-10T16:26:08,libwayland-server0,amd64,1.20.0-1ubuntu0.1
2023-10-10T16:26:08,libwbclient0,amd64,2:4.15.13+dfsg-0ubuntu1.4
2023-10-10T16:26:08,libwebkit2gtk-4.0-37,amd64,2.40.5-0ubuntu0.22.04.1
2023-10-10T16:26:08,libwebp7,amd64,1.2.2-2ubuntu0.22.04.2
2023-10-10T16:26:08,libwebpdemux2,amd64,1.2.2-2ubuntu0.22.04.2
2023-10-10T16:26:08,libwebpmux3,amd64,1.2.2-2ubuntu0.22.04.2
2023-10-10T16:26:08,libwebrtc-audio-processing1,amd64,0.3.1-0ubuntu5
2023-10-10T16:26:08,libwebsocket-api-java,all,1.1-2
2023-10-10T16:26:08,libwhoopsie-preferences0,amd64,23
2023-10-10T16:26:08,libwhoopsie0,amd64,0.2.77
2023-10-10T16:26:08,libwinpr2-2,amd64,2.6.1+dfsg1-3ubuntu2.4
2023-10-10T16:26:08,libwmf-0.2-7,amd64,0.2.12-5ubuntu1
2023-10-10T16:26:08,libwmf-0.2-7-gtk,amd64,0.2.12-5ubuntu1
2023-10-10T16:26:08,libwmf0.2-7,amd64,0.2.12-5ubuntu1
2023-10-10T16:26:08,libwmf0.2-7-gtk,amd64,0.2.12-5ubuntu1
2023-10-10T16:26:08,libwmflite-0.2-7,amd64,0.2.12-5ubuntu1
2023-10-10T16:26:08,libwnck-3-0,amd64,40.1-1
2023-10-10T16:26:08,libwnck-3-common,all,40.1-1
2023-10-10T16:26:08,libwoff1,amd64,1.0.2-1build4
2023-10-10T16:26:08,libwpd-0.10-10,amd64,0.10.3-2build1
2023-10-10T16:26:08,libwpe-1.0-1,amd64,1.14.0-0ubuntu0.22.04.1
2023-10-10T16:26:08,libwpebackend-fdo-1.0-1,amd64,1.14.2-0ubuntu0.22.04.1
2023-10-10T16:26:08,libwpg-0.3-3,amd64,0.3.3-1build3
2023-10-10T16:26:08,libwps-0.4-4,amd64,0.4.12-2build1
2023-10-10T16:26:08,libwrap0,amd64,7.6.q-31build2
2023-10-10T16:26:08,libwww-perl,all,6.61-1
2023-10-10T16:26:08,libwww-robotrules-perl,all,6.02-1
2023-10-10T16:26:08,libx11-6,amd64,2:1.7.5-1ubuntu0.3
2023-10-10T16:26:08,libx11-6,i386,2:1.7.5-1ubuntu0.3
2023-10-10T16:26:08,libx11-data,all,2:1.7.5-1ubuntu0.3
2023-10-10T16:26:08,libx11-dev,amd64,2:1.7.5-1ubuntu0.3
2023-10-10T16:26:08,libx11-protocol-perl,all,0.56-7.1
2023-10-10T16:26:08,libx11-xcb1,amd64,2:1.7.5-1ubuntu0.3
2023-10-10T16:26:08,libx11-xcb1,i386,2:1.7.5-1ubuntu0.3
2023-10-10T16:26:08,libx264-163,amd64,2:0.163.3060+git5db6aa6-2build1
2023-10-10T16:26:08,libx265-199,amd64,3.5-2
2023-10-10T16:26:08,libxau-dev,amd64,1:1.0.9-1build5
2023-10-10T16:26:08,libxau6,amd64,1:1.0.9-1build5
2023-10-10T16:26:08,libxau6,i386,1:1.0.9-1build5
2023-10-10T16:26:08,libxaw7,amd64,2:1.0.14-1
2023-10-10T16:26:08,libxcb-composite0,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-composite0-dev,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-cursor0,amd64,0.1.1-4ubuntu1
2023-10-10T16:26:08,libxcb-damage0,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-dri2-0,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-dri2-0,i386,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-dri3-0,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-dri3-0,i386,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-ewmh-dev,amd64,0.4.1-1.1build2
2023-10-10T16:26:08,libxcb-ewmh2,amd64,0.4.1-1.1build2
2023-10-10T16:26:08,libxcb-glx0,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-glx0,i386,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-icccm4,amd64,0.4.1-1.1build2
2023-10-10T16:26:08,libxcb-icccm4-dev,amd64,0.4.1-1.1build2
2023-10-10T16:26:08,libxcb-image0,amd64,0.4.0-2
2023-10-10T16:26:08,libxcb-image0-dev,amd64,0.4.0-2
2023-10-10T16:26:08,libxcb-keysyms1,amd64,0.4.0-1build3
2023-10-10T16:26:08,libxcb-present0,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-present0,i386,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-randr0,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-randr0,i386,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-randr0-dev,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-render-util0,amd64,0.3.9-1build3
2023-10-10T16:26:08,libxcb-render0,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-render0-dev,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-res0,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-shape0,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-shape0-dev,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-shm0,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-shm0,i386,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-shm0-dev,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-sync1,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-sync1,i386,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-util-dev,amd64,0.4.0-1build2
2023-10-10T16:26:08,libxcb-util0-dev,amd64,0.4.0-1build2
2023-10-10T16:26:08,libxcb-util1,amd64,0.4.0-1build2
2023-10-10T16:26:08,libxcb-xfixes0,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-xfixes0,i386,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-xfixes0-dev,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-xinerama0,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-xinput0,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-xkb-dev,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-xkb1,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb-xrm-dev,amd64,1.0-3
2023-10-10T16:26:08,libxcb-xrm0,amd64,1.0-3
2023-10-10T16:26:08,libxcb-xv0,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb1,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb1,i386,1.14-3ubuntu3
2023-10-10T16:26:08,libxcb1-dev,amd64,1.14-3ubuntu3
2023-10-10T16:26:08,libxcomposite1,amd64,1:0.4.5-1build2
2023-10-10T16:26:08,libxcursor1,amd64,1:1.2.0-2build4
2023-10-10T16:26:08,libxcvt0,amd64,0.1.1-3
2023-10-10T16:26:08,libxdamage1,amd64,1:1.1.5-2build2
2023-10-10T16:26:08,libxdmcp-dev,amd64,1:1.1.3-0ubuntu5
2023-10-10T16:26:08,libxdmcp6,amd64,1:1.1.3-0ubuntu5
2023-10-10T16:26:08,libxdmcp6,i386,1:1.1.3-0ubuntu5
2023-10-10T16:26:08,libxerces-c3.2,amd64,3.2.3+debian-3build1
2023-10-10T16:26:08,libxext-dev,amd64,2:1.3.4-1build1
2023-10-10T16:26:08,libxext6,amd64,2:1.3.4-1build1
2023-10-10T16:26:08,libxext6,i386,2:1.3.4-1build1
2023-10-10T16:26:08,libxfce4panel-2.0-4,amd64,4.16.3-1
2023-10-10T16:26:08,libxfce4ui-2-0,amd64,4.16.1-1
2023-10-10T16:26:08,libxfce4ui-common,all,4.16.1-1
2023-10-10T16:26:08,libxfce4util-bin,amd64,4.16.0-1
2023-10-10T16:26:08,libxfce4util-common,all,4.16.0-1
2023-10-10T16:26:08,libxfce4util7,amd64,4.16.0-1
2023-10-10T16:26:08,libxfconf-0-3,amd64,4.16.0-2
2023-10-10T16:26:08,libxfixes3,amd64,1:6.0.0-1
2023-10-10T16:26:08,libxfixes3,i386,1:6.0.0-1
2023-10-10T16:26:08,libxfont2,amd64,1:2.0.5-1build1
2023-10-10T16:26:08,libxft2,amd64,2.3.4-1
2023-10-10T16:26:08,libxi6,amd64,2:1.8-1build1
2023-10-10T16:26:08,libxinerama1,amd64,2:1.1.4-3
2023-10-10T16:26:08,libxkbcommon-x11-0,amd64,1.4.0-1
2023-10-10T16:26:08,libxkbcommon0,amd64,1.4.0-1
2023-10-10T16:26:08,libxkbfile1,amd64,1:1.1.0-1build3
2023-10-10T16:26:08,libxkbregistry0,amd64,1.4.0-1
2023-10-10T16:26:08,libxklavier16,amd64,5.4-4build2
2023-10-10T16:26:08,libxml-parser-perl,amd64,2.46-3build1
